id,familia,subfamilia,codigo,marca,tipo,lado,descripcion,precio,stock,proveedor,fecha_actualizacion
405,Tren Delantero,Bieletas,43057,TIPER,BIELETAS,D/I,"ECOSPORT, FIESTA, FIESTA MAX",16000,1,GRUPO AUTOPARTES,2026-06-30
406,Tren Delantero,Bieletas,6040,GAMBINA,BIELETAS,D/I,"CORSA II, MERIVA",15000,1,,2026-06-30
407,Tren Delantero,Bieletas,700025,LEO,BIELETAS,D/I,"PUNTO, LINEA,QUBO, CRONOS",15000,1,GRUPO AUTOPARTES,2026-06-30
408,Tren Delantero,Bieletas,700040,LEO,BIELETAS,D/I,"FOX, GOL TREND",15000,6,GRUPO AUTOPARTES,2026-06-30
409,Tren Delantero,Bieletas,700064,LEO,BIELETAS,D/I,"CORSA II, MERIVA 03",15000,3,GRUPO AUTOPARTES,2026-06-30
410,Tren Delantero,Bieletas,700066,LEO,BIELETAS,I,IDEA 2004 - PALIO WEEKEN,15000,3,GRUPO AUTOPARTES,2026-06-30
411,Tren Delantero,Bieletas,700067,LEO,BIELETAS,D,IDEA 2004 - PALIO WEEKEN,15000,2,GRUPO AUTOPARTES,2026-06-30
412,Tren Delantero,Bieletas,700087,LEO,BIELETAS,D/I,"UNO, NOVO, MOBI, PALIO, GRAN SIENA",15000,2,GRUPO AUTOPARTES,2026-06-30
413,Tren Delantero,Bieletas,700171,LEO,BIELETAS,D/I,"TORO, 500, JEEP",15000,2,GRUPO AUTOPARTES,2026-06-30
414,Tren Delantero,Bieletas,NP4804,NAKATA,BIELETAS,D/I,DUSTER,18000,2,GRUPO AUTOPARTES,2026-06-30
415,Tren Delantero,Brazo De Suspensión,1110,MC,BRAZO DE SUSPENSIÓN,,UNO - DUNA 93,34000,4,,2026-06-30
416,Tren Delantero,Extremo,2005,MC,EXTREMO,D,CHEVY,18000,1,GRUPO AUTOPARTES,2026-06-23
417,Tren Delantero,Extremo,2009,MC,EXTREMO,D/I,MERIVA,20000,3,GRUPO AUTOPARTES,2026-06-23
418,Tren Delantero,Extremo,2023,MC,EXTREMO,D,CORSA 2002,20000,2,GRUPO AUTOPARTES,2026-06-23
419,Tren Delantero,Extremo,2029,MC,EXTREMO,D/I,CORSA - COMBO,18000,2,GRUPO AUTOPARTES,2026-06-23
420,Tren Delantero,Extremo,2034,MC,EXTREMO,I,AVEO,27000,2,GRUPO AUTOPARTES,2026-06-23
421,Tren Delantero,Extremo,2128,MC,EXTREMO,D/I,FIORINO 93,18000,2,GRUPO AUTOPARTES,2026-06-23
422,Tren Delantero,Extremo,2130,MC,EXTREMO,D/I,"UNO, DUNA 93",19000,2,GRUPO AUTOPARTES,2026-06-23
423,Tren Delantero,Extremo,2138,MC,EXTREMO,I,"LINEA, QUBO",18000,2,GRUPO AUTOPARTES,2026-06-23
424,Tren Delantero,Extremo,2204,MC,EXTREMO,D,FALCON 67/70,17000,2,GRUPO AUTOPARTES,2026-06-23
425,Tren Delantero,Extremo,2205,MC,EXTREMO,I,FALCON 67/70,17000,2,GRUPO AUTOPARTES,2026-06-23
426,Tren Delantero,Extremo,2206,MC,EXTREMO,I,FALCON 77,17000,2,GRUPO AUTOPARTES,2026-06-23
427,Tren Delantero,Extremo,2211,MC,EXTREMO,D/I,FALCON 83,18000,2,GRUPO AUTOPARTES,2026-06-23
428,Tren Delantero,Extremo,2216,MC,EXTREMO,D/I,F 100 10/85-92 66-85,20000,1,GRUPO AUTOPARTES,2026-06-23
429,Tren Delantero,Extremo,2248,MC,EXTREMO,I,ESCORT 96,18000,2,GRUPO AUTOPARTES,2026-06-23
430,Tren Delantero,Extremo,2259,MC,EXTREMO,D,ECOSPORT,20000,1,GRUPO AUTOPARTES,2026-06-23
431,Tren Delantero,Extremo,2260,MC,EXTREMO,I,ECOSPORT,20000,1,GRUPO AUTOPARTES,2026-06-23
432,Tren Delantero,Extremo,2265,MC,EXTREMO,D,FIESTA KINETIC,22000,1,GRUPO AUTOPARTES,2026-06-23
433,Tren Delantero,Extremo,2266,MC,EXTREMO,I,FIESTA KINETIC,22000,3,GRUPO AUTOPARTES,2026-06-23
434,Tren Delantero,Extremo,2397,MC,EXTREMO,D,12,20000,1,,2026-06-23
435,Tren Delantero,Extremo,2398,MC,EXTREMO,I,12,20000,1,,2026-06-23
436,Tren Delantero,Extremo,2399,MC,EXTREMO,D/I,"5, 9, 11, 18",14000,2,GRUPO AUTOPARTES,2026-06-23
437,Tren Delantero,Extremo,2410,MC,EXTREMO,D,CLIO,19000,2,GRUPO AUTOPARTES,2026-06-23
438,Tren Delantero,Extremo,2416,MC,EXTREMO,D,KANGOO,20000,1,GRUPO AUTOPARTES,2026-06-23
439,Tren Delantero,Extremo,2417,MC,EXTREMO,I,KANGOO,20000,2,GRUPO AUTOPARTES,2026-06-23
440,Tren Delantero,Extremo,2422,MC,EXTREMO,D,LOGAN,27000,2,GRUPO AUTOPARTES,2026-06-23
441,Tren Delantero,Extremo,2423,MC,EXTREMO,I,LOGAN,27000,2,GRUPO AUTOPARTES,2026-06-23
442,Tren Delantero,Extremo,2452,MC,EXTREMO,D/I,"GOL, SENDA, GACEL",14000,4,MERCADO LIBRE,2026-06-23
443,Tren Delantero,Extremo,2462,MC,EXTREMO,I,BORA,20000,1,MERCADO LIBRE,2026-06-23
444,Tren Delantero,Extremo,2465,MC,EXTREMO,D/I,GOL HEMBRA,20000,5,,2026-06-23
445,Tren Delantero,Extremo,2470,MC,EXTREMO,D,"FOX, GOL TREND",20000,1,GRUPO AUTOPARTES,2026-06-23
446,Tren Delantero,Extremo,2471,MC,EXTREMO,I,"FOX, GOL TREND",20000,1,GRUPO AUTOPARTES,2026-06-23
447,Tren Delantero,Extremo,42061,TIPER,EXTREMO,I,"PALIO, LINEA",16000,1,GRUPO AUTOPARTES,2026-06-23
448,Tren Delantero,Extremo,46020,TIPER,EXTREMO,D/I,"CORSA II, AGILE 09, MERIVA",16000,1,GRUPO AUTOPARTES,2026-06-23
449,Tren Delantero,Extremo,46046,TIPER,EXTREMO,D,AVEO 07,20000,1,GRUPO AUTOPARTES,2026-06-23
450,Tren Delantero,Extremo,BE2491,THOMSON,EXTREMO,,F100,110000,1,,2026-06-23
451,Tren Delantero,Extremo,N99200,NAKATA,EXTREMO,D,DUSTER,29000,1,GRUPO AUTOPARTES,2026-06-23
452,Tren Delantero,Extremo,N99201,NAKATA,EXTREMO,I,DUSTER,29000,1,GRUPO AUTOPARTES,2026-06-23
453,Tren Delantero,Parrilla,PS548000,MONROE,PARRILLA,D/I,GOL,38000,2,,2026-06-30
454,Tren Delantero,Rotula,1016,MC,ROTULA,D/I,CORSA - COMBO,22000,2,GRUPO AUTOPARTES,2026-06-18
455,Tren Delantero,Rotula,1026,MC,ROTULA,D/I,AZTRA - VECTRA - ZAFIRA,19000,1,GRUPO AUTOPARTES,2026-06-18
456,Tren Delantero,Rotula,1027,MC,ROTULA,D/I,CORSA II,19000,2,GRUPO AUTOPARTES,2026-06-18
457,Tren Delantero,Rotula,1028,MC,ROTULA,D/I,MERIVA,19000,4,GRUPO AUTOPARTES,2026-06-18
458,Tren Delantero,Rotula,1029,MC,ROTULA,D/I,"CLASSIC, CELTA, FUN",22000,2,GRUPO AUTOPARTES,2026-06-18
459,Tren Delantero,Rotula,1031,MC,ROTULA,D/I,AGILE,27000,4,GRUPO AUTOPARTES,2026-06-18
460,Tren Delantero,Rotula,1109,MC,ROTULA,D/I,UNO - DUNA,17000,1,GRUPO AUTOPARTES,2026-06-18
461,Tren Delantero,Rotula,1121,MC,ROTULA,D/I,PALIO - SIENA,19000,2,GRUPO AUTOPARTES,2026-06-18
462,Tren Delantero,Rotula,1127,MC,ROTULA,D,IDEA,22000,5,GRUPO AUTOPARTES,2026-06-18
463,Tren Delantero,Rotula,1128,MC,ROTULA,I,IDEA,22000,2,GRUPO AUTOPARTES,2026-06-18
464,Tren Delantero,Rotula,1233,MC,ROTULA,D/I,ECOSPORT 03,22000,2,GRUPO AUTOPARTES,2026-06-18
465,Tren Delantero,Rotula,1235,MC,ROTULA,D/I,FIESTA KINETIC 09,17000,1,,2026-06-18
466,Tren Delantero,Rotula,1395,MC,ROTULA,D/I,12 - DACIA,16000,2,GRUPO AUTOPARTES,2026-06-18
467,Tren Delantero,Rotula,1399,MC,ROTULA,D/I,2011-09-05 00:00:00,18000,1,GRUPO AUTOPARTES,2026-06-18
468,Tren Delantero,Rotula,1459,MC,ROTULA,D,SENDA,19000,2,GRUPO AUTOPARTES,2026-06-23
469,Tren Delantero,Rotula,1460,MC,ROTULA,I,SENDA,19000,1,GRUPO AUTOPARTES,2026-06-18
470,Tren Delantero,Rotula,1468,MC,ROTULA,D/I,GOL97,19000,2,GRUPO AUTOPARTES,2026-06-18
471,Tren Delantero,Rotula,1469,MC,ROTULA,D,GOL 97 DP,19000,2,,2026-06-23
472,Tren Delantero,Rotula,1470,MC,ROTULA,I,GOL 97 DP,19000,2,,2026-06-23
473,Tren Delantero,Rotula,1479,MC,ROTULA,D,CROSS FOX,23000,1,GRUPO AUTOPARTES,2026-06-18
474,Tren Delantero,Rotula,1481,MC,ROTULA,D,GOL TREND,24000,2,GRUPO AUTOPARTES,2026-06-18
475,Tren Delantero,Rotula,1482,MC,ROTULA,I,GOL TREND,24000,3,GRUPO AUTOPARTES,2026-06-18
476,Tren Delantero,Rotula,41064,TIPER,ROTULA,D,SENDA - GOL 97,18000,0,GRUPO AUTOPARTES,2026-06-18
477,Tren Delantero,Rotula,41065,TIPER,ROTULA,I,SENDA - GOL 97,18000,1,GRUPO AUTOPARTES,2026-06-18
478,Tren Delantero,Rotula,42046,TIPER,ROTULA,D/I,PALIO - SIENA 03,17000,2,GRUPO AUTOPARTES,2026-06-18
479,Tren Delantero,Rotula,42069,TIPER,ROTULA,I,IDEA AVENTURE 07,22000,5,GRUPO AUTOPARTES,2026-06-18
480,Tren Delantero,Rotula,42070,TIPER,ROTULA,D,IDEA AVENTURE 07,22000,2,GRUPO AUTOPARTES,2026-06-18
481,Tren Delantero,Rotula,43090,TIPER,ROTULA,D/I,FIESTA KINETIC 09,17000,2,GRUPO AUTOPARTES,2026-06-18
482,Tren Delantero,Rotula,44097,TIPER,ROTULA,D/I,DUSTER,26000,1,GRUPO AUTOPARTES,2026-06-18
483,Tren Delantero,Rotula,N1032,NAKATA,ROTULA,D,GACEL,26000,1,GRUPO AUTOPARTES,2026-06-23
